-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.016
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.082
-183.800, 80.200, -0.013,  0.115
-183.800, 80.199, 0.037,  0.148
-183.800, 80.197, 0.036,  0.181
-183.800, 80.196, 0.042,  0.214
-183.800, 80.193, 0.110,  0.247
-183.800, 80.185, 0.235,  0.280
-183.800, 80.174, 0.367,  0.313
-183.800, 80.155, 0.590,  0.346
-183.800, 80.128, 0.849,  0.379
-183.800, 80.092, 1.070,  0.412
-183.800, 80.050, 1.269,  0.445
-183.799, 80.002, 1.449,  0.478
-183.799, 79.949, 1.596,  0.511
-183.798, 79.893, 1.681,  0.544
-183.797, 79.836, 1.738,  0.577
-183.796, 79.778, 1.748,  0.610
-183.796, 79.721, 1.726,  0.643
-183.795, 79.665, 1.691,  0.676
-183.794, 79.611, 1.649,  0.709
-183.793, 79.558, 1.601,  0.742
-183.793, 79.507, 1.552,  0.775
-183.792, 79.458, 1.510,  0.808
-183.791, 79.409, 1.484,  0.841
-183.790, 79.360, 1.481,  0.874
-183.790, 79.311, 1.506,  0.907
-183.789, 79.260, 1.555,  0.940
-183.788, 79.206, 1.604,  0.973
-183.787, 79.152, 1.640,  1.006
-183.786, 79.096, 1.670,  1.039
-183.785, 79.041, 1.653,  1.072
-183.784, 78.987, 1.624,  1.105
-183.783, 78.934, 1.594,  1.138
-183.782, 78.882, 1.572,  1.171
-183.781, 78.830, 1.567,  1.204
-183.780, 78.778, 1.582,  1.237
-183.779, 78.724, 1.611,  1.270
-183.778, 78.670, 1.639,  1.303
-183.777, 78.614, 1.655,  1.336
-183.776, 78.559, 1.657,  1.369
-183.775, 78.504, 1.653,  1.402
-183.774, 78.449, 1.648,  1.435
-183.772, 78.395, 1.647,  1.468
-183.771, 78.340, 1.652,  1.501
-183.770, 78.284, 1.662,  1.534
-183.769, 78.229, 1.672,  1.567
-183.767, 78.173, 1.680,  1.600
-183.766, 78.117, 1.687,  1.633
-183.765, 78.060, 1.691,  1.666
-183.763, 78.004, 1.695,  1.699
-183.762, 77.947, 1.699,  1.732
