11.005,0.09782811,0.000929346,,
11.038,0.08969775,0.000935347,STD,0.03824311
11.071,0.081707649,0.000941516,AVG,0.030025432
11.104,0.073888361,0.00094638,,
11.137,0.066178691,0.000952569,,
11.17,0.058624476,0.000956911,,
11.203,0.051239994,0.000961198,,
11.236,0.044011905,0.000965395,,
11.269,0.036893275,0.000969063,,
11.302,0.02996048,0.000971963,,
11.335,0.02316763,0.000974973,,
11.368,0.01652997,0.000978277,,
11.401,0.010062746,0.000980097,,
11.434,0.003735343,0.000981665,,
11.467,-0.002422598,0.000982955,,
11.5,-0.008424563,0.00098257,,
11.533,-0.014256262,0.000984091,,
11.566,-0.019917744,0.000984028,,
11.599,-0.025470153,0.000983256,,
11.632,-0.03082187,0.000982386,,
11.665,-0.036034041,0.000981258,,
11.698,-0.0410923,0.000979614,,
11.731,-0.045979575,0.000977482,,
11.764,-0.050712124,0.000975018,,
11.797,-0.055305246,0.00097085,,
11.83,-0.059713157,0.000967713,,
11.863,-0.063966433,0.000963531,,
11.896,-0.068080365,0.00095907,,
11.929,-0.072025301,0.000954384,,
11.962,-0.075829998,0.000948911,,
11.995,-0.079464886,0.000943057,,
12.028,-0.082960513,0.000936807,,
12.061,-0.08628636,0.000930829,,
12.094,-0.089457716,0.000922641,,
12.127,-0.092460243,0.000914997,,
12.16,-0.095307304,0.000907384,,
12.193,-0.098015165,0.000898878,,
12.226,-0.100568566,0.000889602,,
12.259,-0.102936993,0.000880293,,
12.292,-0.105212028,0.000869806,,
12.325,-0.107332611,0.000860278,,
12.358,-0.109299605,0.000848885,,
12.391,-0.111111215,0.000838798,,
12.424,-0.112783634,0.000826895,,
12.457,-0.114332111,0.000815333,,
12.49,-0.115726124,0.000801734,,
12.523,-0.116996178,0.000790246,,
12.556,-0.118127004,0.000777206,,
12.589,-0.119119397,0.000765359,,
12.622,-0.119971653,0.000750647,,
12.655,-0.120684643,0.000736477,,
12.688,-0.12127361,0.000722398,,
12.721,-0.121769053,0.000707512,,
12.754,-0.122125172,0.000692461,,
12.787,-0.122373288,0.000678886,,
12.82,-0.12248114,0.000661771,,
12.853,-0.122480117,0.000645443,,
12.886,-0.122385475,0.000627117,,
12.919,-0.122181977,0.000604504,,
12.952,-0.121884874,0.000579601,,
12.985,-0.121510257,0.000558626,,
13.018,-0.121025822,0.000543769,,
13.051,-0.12044766,0.000534532,,
13.084,-0.119760406,0.000527375,,
13.117,-0.118963954,0.000521788,,
13.15,-0.118042997,0.000518323,,
13.183,-0.117058612,0.000495874,,
13.216,-0.115981143,0.000472158,,
13.249,-0.114839618,0.000445249,,
13.282,-0.113619662,0.000417924,,
13.315,-0.112367061,0.000392189,,
13.348,-0.111020723,0.000370902,,
